State,Race,Year,Cause of death,"Cause of death, Simplified","Cause of death, Type",Cause of death Code,"Cause of Death Simplified, with ICD10 Code",Firearm Deaths,Total Deaths,Population,Firearm Death Rate (per 100k),Total Death Rate (per 100k),Firearm Percent of Total Deaths
Alabama,Black or African American,2013,Assault by handgun discharge,Homicide - Handgun,Homicide,X93,Homicide - Handgun (X93),13,11443,1307660,0.994,875,0.00114
Alabama,Black or African American,2013,Assault by other and unspecified firearm discharge,Homicide - Unspecified Firearm,Homicide,X95,Homicide - Unspecified Firearm (X95),210,11443,1307660,16.059,875,0.01835
Alabama,Black or African American,2013,Intentional self-harm by other and unspecified firearm discharge,Suicide - Unspecified Firearm,Suicide,X74,Suicide - Unspecified Firearm (X74),28,11443,1307660,2.141,875,0.00245
Alabama,White,2013,Discharge from other and unspecified firearms,Accidental - Unspecified Firearm,Accidental,W34,Accidental - Unspecified Firearm (W34),16,38562,3417357,0.468,1128,0.00041
Alabama,White,2013,Assault by other and unspecified firearm discharge,Homicide - Unspecified Firearm,Homicide,X95,Homicide - Unspecified Firearm (X95),78,38562,3417357,2.282,1128,0.00202
Alabama,White,2013,Intentional self-harm by handgun discharge,Suicide - Handgun,Suicide,X72,Suicide - Handgun (X72),33,38562,3417357,0.966,1128,0.00086
Alabama,White,2013,"Intentional self-harm by rifle, shotgun and larger firearm discharge","Suicide - Rifle, Shotgun, or Large Firearm",Suicide,X73,"Suicide - Rifle, Shotgun, or Large Firearm (X73)",29,38562,3417357,0.849,1128,0.00075
Alabama,White,2013,Intentional self-harm by other and unspecified firearm discharge,Suicide - Unspecified Firearm,Suicide,X74,Suicide - Unspecified Firearm (X74),405,38562,3417357,11.851,1128,0.01050
Alabama,Black or African American,2014,Assault by handgun discharge,Homicide - Handgun,Homicide,X93,Homicide - Handgun (X93),10,11320,1317566,0.759,859,0.00088
Alabama,Black or African American,2014,Assault by other and unspecified firearm discharge,Homicide - Unspecified Firearm,Homicide,X95,Homicide - Unspecified Firearm (X95),190,11320,1317566,14.421,859,0.01678
Alabama,Black or African American,2014,Intentional self-harm by other and unspecified firearm discharge,Suicide - Unspecified Firearm,Suicide,X74,Suicide - Unspecified Firearm (X74),46,11320,1317566,3.491,859,0.00406
Alabama,White,2014,Discharge from other and unspecified firearms,Accidental - Unspecified Firearm,Accidental,W34,Accidental - Unspecified Firearm (W34),14,38706,3419940,0.409,1132,0.00036
Alabama,White,2014,"Assault by rifle, shotgun and larger firearm discharge","Homicide - Rifle, Shotgun, or Large Firearm",Homicide,X94,"Homicide - Rifle, Shotgun, or Large Firearm (X94)",11,38706,3419940,0.322,1132,0.00028
Alabama,White,2014,Assault by other and unspecified firearm discharge,Homicide - Unspecified Firearm,Homicide,X95,Homicide - Unspecified Firearm (X95),72,38706,3419940,2.105,1132,0.00186
Alabama,White,2014,Intentional self-harm by handgun discharge,Suicide - Handgun,Suicide,X72,Suicide - Handgun (X72),38,38706,3419940,1.111,1132,0.00098
Alabama,White,2014,"Intentional self-harm by rifle, shotgun and larger firearm discharge","Suicide - Rifle, Shotgun, or Large Firearm",Suicide,X73,"Suicide - Rifle, Shotgun, or Large Firearm (X73)",41,38706,3419940,1.199,1132,0.00106
Alabama,White,2014,Intentional self-harm by other and unspecified firearm discharge,Suicide - Unspecified Firearm,Suicide,X74,Suicide - Unspecified Firearm (X74),348,38706,3419940,10.176,1132,0.00899
Alabama,Black or African American,2015,Assault by handgun discharge,Homicide - Handgun,Homicide,X93,Homicide - Handgun (X93),35,11789,1325905,2.640,889,0.00297
Alabama,Black or African American,2015,"Assault by rifle, shotgun and larger firearm discharge","Homicide - Rifle, Shotgun, or Large Firearm",Homicide,X94,"Homicide - Rifle, Shotgun, or Large Firearm (X94)",10,11789,1325905,0.754,889,0.00085
Alabama,Black or African American,2015,Assault by other and unspecified firearm discharge,Homicide - Unspecified Firearm,Homicide,X95,Homicide - Unspecified Firearm (X95),228,11789,1325905,17.196,889,0.01934
Alabama,Black or African American,2015,Intentional self-harm by other and unspecified firearm discharge,Suicide - Unspecified Firearm,Suicide,X74,Suicide - Unspecified Firearm (X74),36,11789,1325905,2.715,889,0.00305
Alabama,White,2015,Discharge from other and unspecified firearms,Accidental - Unspecified Firearm,Accidental,W34,Accidental - Unspecified Firearm (W34),11,39929,3418094,0.322,1168,0.00028
Alabama,White,2015,Assault by other and unspecified firearm discharge,Homicide - Unspecified Firearm,Homicide,X95,Homicide - Unspecified Firearm (X95),109,39929,3418094,3.189,1168,0.00273
Alabama,White,2015,Intentional self-harm by handgun discharge,Suicide - Handgun,Suicide,X72,Suicide - Handgun (X72),56,39929,3418094,1.638,1168,0.00140
Alabama,White,2015,"Intentional self-harm by rifle, shotgun and larger firearm discharge","Suicide - Rifle, Shotgun, or Large Firearm",Suicide,X73,"Suicide - Rifle, Shotgun, or Large Firearm (X73)",46,39929,3418094,1.346,1168,0.00115
Alabama,White,2015,Intentional self-harm by other and unspecified firearm discharge,Suicide - Unspecified Firearm,Suicide,X74,Suicide - Unspecified Firearm (X74),381,39929,3418094,11.147,1168,0.00954
Alabama,White,2015,"Other and unspecified firearm discharge, undetermined intent","Unknown Intent, Unspecified Firearm",Unknown Intent,Y24,"Unknown Intent, Unspecified Firearm (Y24)",13,39929,3418094,0.380,1168,0.00033
Alabama,Black or African American,2016,Assault by handgun discharge,Homicide - Handgun,Homicide,X93,Homicide - Handgun (X93),32,12013,1329648,2.407,903,0.00266
Alabama,Black or African American,2016,Assault by other and unspecified firearm discharge,Homicide - Unspecified Firearm,Homicide,X95,Homicide - Unspecified Firearm (X95),275,12013,1329648,20.682,903,0.02289
Alabama,Black or African American,2016,Intentional self-harm by handgun discharge,Suicide - Handgun,Suicide,X72,Suicide - Handgun (X72),12,12013,1329648,0.902,903,0.00100
Alabama,Black or African American,2016,Intentional self-harm by other and unspecified firearm discharge,Suicide - Unspecified Firearm,Suicide,X74,Suicide - Unspecified Firearm (X74),32,12013,1329648,2.407,903,0.00266
Alabama,White,2016,Discharge from other and unspecified firearms,Accidental - Unspecified Firearm,Accidental,W34,Accidental - Unspecified Firearm (W34),11,40133,3416909,0.322,1175,0.00027
Alabama,White,2016,Assault by handgun discharge,Homicide - Handgun,Homicide,X93,Homicide - Handgun (X93),12,40133,3416909,0.351,1175,0.00030
Alabama,White,2016,"Assault by rifle, shotgun and larger firearm discharge","Homicide - Rifle, Shotgun, or Large Firearm",Homicide,X94,"Homicide - Rifle, Shotgun, or Large Firearm (X94)",11,40133,3416909,0.322,1175,0.00027
Alabama,White,2016,Assault by other and unspecified firearm discharge,Homicide - Unspecified Firearm,Homicide,X95,Homicide - Unspecified Firearm (X95),114,40133,3416909,3.336,1175,0.00284
Alabama,White,2016,Intentional self-harm by handgun discharge,Suicide - Handgun,Suicide,X72,Suicide - Handgun (X72),79,40133,3416909,2.312,1175,0.00197
Alabama,White,2016,"Intentional self-harm by rifle, shotgun and larger firearm discharge","Suicide - Rifle, Shotgun, or Large Firearm",Suicide,X73,"Suicide - Rifle, Shotgun, or Large Firearm (X73)",42,40133,3416909,1.229,1175,0.00105
Alabama,White,2016,Intentional self-harm by other and unspecified firearm discharge,Suicide - Unspecified Firearm,Suicide,X74,Suicide - Unspecified Firearm (X74),380,40133,3416909,11.121,1175,0.00947
Alabama,Black or African American,2017,Assault by handgun discharge,Homicide - Handgun,Homicide,X93,Homicide - Handgun (X93),59,12106,1335240,4.419,907,0.00487
Alabama,Black or African American,2017,"Assault by rifle, shotgun and larger firearm discharge","Homicide - Rifle, Shotgun, or Large Firearm",Homicide,X94,"Homicide - Rifle, Shotgun, or Large Firearm (X94)",12,12106,1335240,0.899,907,0.00099
Alabama,Black or African American,2017,Assault by other and unspecified firearm discharge,Homicide - Unspecified Firearm,Homicide,X95,Homicide - Unspecified Firearm (X95),304,12106,1335240,22.767,907,0.02511
Alabama,Black or African American,2017,Intentional self-harm by handgun discharge,Suicide - Handgun,Suicide,X72,Suicide - Handgun (X72),18,12106,1335240,1.348,907,0.00149
Alabama,Black or African American,2017,Intentional self-harm by other and unspecified firearm discharge,Suicide - Unspecified Firearm,Suicide,X74,Suicide - Unspecified Firearm (X74),29,12106,1335240,2.172,907,0.00240
Alabama,White,2017,Discharge from other and unspecified firearms,Accidental - Unspecified Firearm,Accidental,W34,Accidental - Unspecified Firearm (W34),12,40812,3419705,0.351,1193,0.00029
Alabama,White,2017,Assault by handgun discharge,Homicide - Handgun,Homicide,X93,Homicide - Handgun (X93),18,40812,3419705,0.526,1193,0.00044
Alabama,White,2017,Assault by other and unspecified firearm discharge,Homicide - Unspecified Firearm,Homicide,X95,Homicide - Unspecified Firearm (X95),102,40812,3419705,2.983,1193,0.00250
Alabama,White,2017,Intentional self-harm by handgun discharge,Suicide - Handgun,Suicide,X72,Suicide - Handgun (X72),97,40812,3419705,2.837,1193,0.00238
Alabama,White,2017,"Intentional self-harm by rifle, shotgun and larger firearm discharge","Suicide - Rifle, Shotgun, or Large Firearm",Suicide,X73,"Suicide - Rifle, Shotgun, or Large Firearm (X73)",45,40812,3419705,1.316,1193,0.00110
Alabama,White,2017,Intentional self-harm by other and unspecified firearm discharge,Suicide - Unspecified Firearm,Suicide,X74,Suicide - Unspecified Firearm (X74),378,40812,3419705,11.054,1193,0.00926
Alabama,White,2017,"Other and unspecified firearm discharge, undetermined intent","Unknown Intent, Unspecified Firearm",Unknown Intent,Y24,"Unknown Intent, Unspecified Firearm (Y24)",14,40812,3419705,0.409,1193,0.00034
Alabama,Black or African American,2018,Assault by handgun discharge,Homicide - Handgun,Homicide,X93,Homicide - Handgun (X93),58,12525,1338846,4.332,936,0.00463
Alabama,Black or African American,2018,"Assault by rifle, shotgun and larger firearm discharge","Homicide - Rifle, Shotgun, or Large Firearm",Homicide,X94,"Homicide - Rifle, Shotgun, or Large Firearm (X94)",13,12525,1338846,0.971,936,0.00104
Alabama,Black or African American,2018,Assault by other and unspecified firearm discharge,Homicide - Unspecified Firearm,Homicide,X95,Homicide - Unspecified Firearm (X95),262,12525,1338846,19.569,936,0.02092
Alabama,Black or African American,2018,Intentional self-harm by handgun discharge,Suicide - Handgun,Suicide,X72,Suicide - Handgun (X72),22,12525,1338846,1.643,936,0.00176
Alabama,Black or African American,2018,Intentional self-harm by other and unspecified firearm discharge,Suicide - Unspecified Firearm,Suicide,X74,Suicide - Unspecified Firearm (X74),38,12525,1338846,2.838,936,0.00303
Alabama,White,2018,Discharge from other and unspecified firearms,Accidental - Unspecified Firearm,Accidental,W34,Accidental - Unspecified Firearm (W34),13,41471,3426745,0.379,1210,0.00031
Alabama,White,2018,Assault by handgun discharge,Homicide - Handgun,Homicide,X93,Homicide - Handgun (X93),15,41471,3426745,0.438,1210,0.00036
Alabama,White,2018,"Assault by rifle, shotgun and larger firearm discharge","Homicide - Rifle, Shotgun, or Large Firearm",Homicide,X94,"Homicide - Rifle, Shotgun, or Large Firearm (X94)",10,41471,3426745,0.292,1210,0.00024
Alabama,White,2018,Assault by other and unspecified firearm discharge,Homicide - Unspecified Firearm,Homicide,X95,Homicide - Unspecified Firearm (X95),107,41471,3426745,3.122,1210,0.00258
Alabama,White,2018,Intentional self-harm by handgun discharge,Suicide - Handgun,Suicide,X72,Suicide - Handgun (X72),77,41471,3426745,2.247,1210,0.00186
Alabama,White,2018,"Intentional self-harm by rifle, shotgun and larger firearm discharge","Suicide - Rifle, Shotgun, or Large Firearm",Suicide,X73,"Suicide - Rifle, Shotgun, or Large Firearm (X73)",31,41471,3426745,0.905,1210,0.00075
Alabama,White,2018,Intentional self-harm by other and unspecified firearm discharge,Suicide - Unspecified Firearm,Suicide,X74,Suicide - Unspecified Firearm (X74),377,41471,3426745,11.002,1210,0.00909
Alabama,White,2018,"Other and unspecified firearm discharge, undetermined intent","Unknown Intent, Unspecified Firearm",Unknown Intent,Y24,"Unknown Intent, Unspecified Firearm (Y24)",12,41471,3426745,0.350,1210,0.00029
Alaska,American Indian or Alaska Native,1999,Assault by other and unspecified firearm discharge,Homicide - Unspecified Firearm,Homicide,X95,Homicide - Unspecified Firearm (X95),12,644,105727,11.350,609,0.01863
Alaska,White,1999,Assault by other and unspecified firearm discharge,Homicide - Unspecified Firearm,Homicide,X95,Homicide - Unspecified Firearm (X95),11,1912,462052,2.381,414,0.00575
Alaska,White,1999,Intentional self-harm by handgun discharge,Suicide - Handgun,Suicide,X72,Suicide - Handgun (X72),13,1912,462052,2.814,414,0.00680
Alaska,White,1999,"Intentional self-harm by rifle, shotgun and larger firearm discharge","Suicide - Rifle, Shotgun, or Large Firearm",Suicide,X73,"Suicide - Rifle, Shotgun, or Large Firearm (X73)",10,1912,462052,2.164,414,0.00523
Alaska,White,1999,Intentional self-harm by other and unspecified firearm discharge,Suicide - Unspecified Firearm,Suicide,X74,Suicide - Unspecified Firearm (X74),13,1912,462052,2.814,414,0.00680
Alaska,American Indian or Alaska Native,2000,"Intentional self-harm by rifle, shotgun and larger firearm discharge","Suicide - Rifle, Shotgun, or Large Firearm",Suicide,X73,"Suicide - Rifle, Shotgun, or Large Firearm (X73)",14,648,107715,12.997,602,0.02160
Alaska,American Indian or Alaska Native,2000,Intentional self-harm by other and unspecified firearm discharge,Suicide - Unspecified Firearm,Suicide,X74,Suicide - Unspecified Firearm (X74),15,648,107715,13.926,602,0.02315
Alaska,White,2000,Assault by other and unspecified firearm discharge,Homicide - Unspecified Firearm,Homicide,X95,Homicide - Unspecified Firearm (X95),12,2079,460782,2.604,451,0.00577
Alaska,White,2000,Intentional self-harm by handgun discharge,Suicide - Handgun,Suicide,X72,Suicide - Handgun (X72),24,2079,460782,5.209,451,0.01154
Alaska,White,2000,"Intentional self-harm by rifle, shotgun and larger firearm discharge","Suicide - Rifle, Shotgun, or Large Firearm",Suicide,X73,"Suicide - Rifle, Shotgun, or Large Firearm (X73)",14,2079,460782,3.038,451,0.00673
Alaska,White,2000,Intentional self-harm by other and unspecified firearm discharge,Suicide - Unspecified Firearm,Suicide,X74,Suicide - Unspecified Firearm (X74),21,2079,460782,4.557,451,0.01010
Alaska,American Indian or Alaska Native,2001,Assault by other and unspecified firearm discharge,Homicide - Unspecified Firearm,Homicide,X95,Homicide - Unspecified Firearm (X95),11,691,108715,10.118,636,0.01592
Alaska,American Indian or Alaska Native,2001,Intentional self-harm by other and unspecified firearm discharge,Suicide - Unspecified Firearm,Suicide,X74,Suicide - Unspecified Firearm (X74),16,691,108715,14.717,636,0.02315
Alaska,White,2001,Intentional self-harm by other and unspecified firearm discharge,Suicide - Unspecified Firearm,Suicide,X74,Suicide - Unspecified Firearm (X74),45,2126,463818,9.702,458,0.02117
Alaska,American Indian or Alaska Native,2002,Intentional self-harm by other and unspecified firearm discharge,Suicide - Unspecified Firearm,Suicide,X74,Suicide - Unspecified Firearm (X74),29,697,109756,26.422,635,0.04161
Alaska,White,2002,Assault by other and unspecified firearm discharge,Homicide - Unspecified Firearm,Homicide,X95,Homicide - Unspecified Firearm (X95),13,2155,468708,2.774,460,0.00603
Alaska,White,2002,Intentional self-harm by other and unspecified firearm discharge,Suicide - Unspecified Firearm,Suicide,X74,Suicide - Unspecified Firearm (X74),58,2155,468708,12.374,460,0.02691
Alaska,American Indian or Alaska Native,2003,Intentional self-harm by other and unspecified firearm discharge,Suicide - Unspecified Firearm,Suicide,X74,Suicide - Unspecified Firearm (X74),21,725,110936,18.930,654,0.02897
